Ind,Pop,One_ACBP_79,One_agt_132,One_aldB_152,One_apoe_83,One_c3_98,One_CD9_269,One_cetn1_167,One_CFP1,One_cin_177,One_CO1,One_ctgf_301,One_Cytb_17,One_Cytb_26,One_E2,One_gdh_212,One_GHII_2461,One_ghsR_66,One_GPDH,One_GPDH2,One_GPH_414,One_hcs71_220,One_HGFA,One_HpaI_436,One_HpaI_99,One_Hsp47,One_IL8r_362,One_KCT1_453,One_KPNA_422,One_LEI_87,One_lpp1_44,One_metA_253,One_MHC2_190,One_MHC2_251,One_Mkpro_129,One_ODC1_196,One_Ots208_234,One_Ots213_181,One_p53_576,One_pax7_248,One_PIP,One_Prl2,One_rab1a_76,One_RAG1_103,One_RAG3_93,One_redd1_414,One_RF_112,One_RF_295,One_rpo2j_261,One_sast_211,One_spf30_207,One_srp09_127,One_ssrd_135,One_STC_410,One_STR07,One_SUMO1_6,One_sys1_230,One_taf12_248,One_Tf_ex10_750,One_Tf_ex3_182,One_tshB_92,One_txnip_401,One_U1003_75,One_U1004_183,One_U1009_91,One_U1010_81,One_U1012_68,One_U1013_108,One_U1014_74,One_U1016_115,One_U1024_197,One_U1101,One_U1103,One_U1105,One_U1201_492,One_U1202_1052,One_U1203_175,One_U1204_53,One_U1205_57,One_U1206_108,One_U1208_67,One_U1209_111,One_U1210_173,One_U1212_106,One_U1214_107,One_U1216_230,One_U301_92,One_U401_224,One_U404_229,One_U502_167,One_U503_170,One_U504_141,One_vamp5_255,One_vatf_214,One_VIM_569,One_ZNF_61,One_zP3b,One_Omy77v4,One_One100,One_One102v4,One_One103PT,One_One105,One_One108v4,One_One110v4,One_One111v4,One_One114v4,One_One115,One_Ots103v4,One_Ots107v4,One_uSat60v4
KTE3_083,KTE3,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,001/001,001/002,001/001,001/002,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/001,002/002,002/002,002/002,001/002,002/002,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/002,001/001,001/001,001/001,001/002,001/001,002/002,002/002,002/002,002/002,001/003,029/033,008/014,034/042,002/002,011/012,009/014,005/005,012/017,007/013,013/016,004/008,003/003
KTE3_084,KTE3,001/002,002/002,001/001,002/002,002/002,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,000/000,001/001,001/002,001/001,001/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,001/002,002/002,003/003,028/037,010/013,023/038,002/002,009/012,008/011,003/029,008/014,004/012,011/013,004/004,003/008
KTE3_085,KTE3,001/001,001/002,001/001,001/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,001/001,000/000,002/002,001/001,002/002,001/002,001/001,002/002,001/001,001/002,002/002,001/002,001/002,001/002,001/001,002/002,002/002,001/001,001/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,002/002,001/001,000/000,001/001,001/001,002/002,001/002,001/002,001/001,001/002,002/002,000/000,002/002,001/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/002,000/000,001/001,001/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,001/001,001/001,002/002,002/002,001/003,030/036,011/014,000/000,002/009,009/010,009/026,015/025,015/017,012/014,012/018,003/004,003/006
KTE3_086,KTE3,000/000,002/002,001/001,001/002,002/002,001/001,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,000/000,000/000,002/002,001/002,001/001,001/002,001/001,002/002,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,001/002,001/001,001/002,001/001,002/002,002/002,002/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,001/001,002/002,000/000,001/001,002/002,001/001,002/002,000/000,000/000,000/000,001/001,002/002,001/002,002/002,001/001,001/002,002/002,002/002,001/002,002/002,001/002,002/002,001/002,000/000,001/001,002/002,001/001,001/001,001/001,002/002,002/002,002/002,002/002,001/001,001/002,002/002,003/003,031/036,011/012,029/031,004/004,012/021,009/027,006/023,014/016,012/014,016/017,004/004,003/008
KTE3_087,KTE3,001/001,001/002,001/001,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/002,002/002,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,001/002,001/002,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/001,002/002,001/002,001/001,001/001,001/002,002/002,000/000,001/002,001/001,002/002,000/000,001/002,002/002,001/001,002/002,001/002,001/002,000/000,002/002,001/002,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/002,002/002,001/001,001/001,001/001,001/002,002/002,001/001,002/002,002/002,002/002,001/002,003/003,033/038,011/013,035/037,002/002,010/010,011/027,005/028,001/012,010/011,004/008,003/003,005/008
KTE3_088,KTE3,002/002,002/002,001/001,002/002,001/002,000/000,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,000/000,002/002,001/001,002/002,001/002,002/002,002/002,001/001,001/002,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/001,001/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,001/001,002/002,002/002,001/002,001/002,000/000,001/001,001/001,001/001,002/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,001/001,001/001,001/001,002/002,002/002,002/002,002/002,001/001,001/002,002/002,001/002,002/002,002/002,002/002,002/002,002/002,001/001,001/002,001/002,001/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,001/002,002/002,001/003,032/036,007/011,028/035,002/002,004/011,009/020,005/014,011/015,008/011,016/016,004/005,003/008
KTE3_089,KTE3,001/002,002/002,001/001,001/002,002/002,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,001/002,002/002,001/001,001/001,001/001,001/002,001/001,002/002,001/001,001/002,000/000,001/001,001/002,001/002,001/002,001/001,001/002,001/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,001/001,002/002,001/002,000/000,001/001,001/002,002/002,001/002,002/002,001/001,000/000,001/002,001/002,002/002,001/001,002/002,002/002,001/001,001/001,001/001,001/002,002/002,001/001,002/002,001/002,002/002,001/001,002/002,001/001,001/002,001/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,002/002,002/002,003/004,025/027,010/013,029/039,002/002,007/030,007/010,005/014,010/023,009/012,016/022,004/004,003/008
KTE3_090,KTE3,002/002,002/002,001/002,002/002,002/002,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,000/000,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,000/000,001/002,001/002,002/002,000/000,001/001,001/001,001/001,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/002,000/000,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,001/002,002/002,002/002,001/002,002/002,001/001,002/002,001/002,000/000,001/001,001/002,001/002,001/001,001/001,001/001,000/000,002/002,001/002,002/002,000/000,002/002,000/000,001/001,001/001,002/002,001/001,002/002,002/002,000/000,002/002,002/002,001/003,025/030,009/012,029/037,002/004,011/011,010/021,016/021,014/019,010/014,012/015,004/004,003/008
KTE3_091,KTE3,001/002,002/002,001/002,002/002,002/002,001/001,001/001,001/001,001/001,001/001,001/001,002/002,002/002,001/002,001/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/002,001/002,002/002,002/002,001/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/002,002/002,001/001,000/000,001/001,002/002,001/001,001/002,001/002,000/000,001/001,002/002,004/006,005/031,011/014,010/030,002/004,005/016,009/028,003/024,011/019,012/017,012/017,004/008,003/003
KTE3_092,KTE3,001/002,002/002,001/001,001/002,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,001/002,001/002,001/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/002,001/002,002/002,001/001,001/001,002/002,001/002,002/002,002/002,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,002/002,002/002,001/001,001/001,001/002,001/001,001/001,001/001,001/002,001/001,001/002,002/002,001/001,002/002,002/002,002/002,002/002,001/002,000/000,001/002,002/002,002/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/001,001/001,002/002,001/002,001/002,001/002,001/002,001/002,002/002,003/003,029/030,011/011,034/041,002/004,009/010,008/023,025/026,015/017,006/012,015/017,004/004,003/008
KTE3_093,KTE3,002/002,002/002,002/002,002/002,002/002,000/000,001/002,001/002,000/000,001/001,001/001,002/002,002/002,000/000,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,001/002,001/001,002/002,001/001,001/001,000/000,001/001,002/002,002/002,001/002,000/000,001/002,001/002,001/002,001/002,002/002,002/002,001/002,002/002,001/002,001/002,001/001,001/001,001/002,000/000,001/001,002/002,002/002,001/001,001/002,002/002,001/001,001/001,001/002,001/002,001/001,001/001,001/002,002/002,000/000,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,000/000,001/002,001/001,000/000,001/001,001/002,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/001,002/002,001/002,000/000,001/002,000/000,000/000,002/002,001/003,031/035,010/012,038/040,002/004,010/013,009/021,004/015,007/011,012/015,010/016,004/005,003/008
KTE3_094,KTE3,001/002,002/002,001/002,001/002,002/002,001/001,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/002,001/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/001,002/002,001/002,001/002,001/002,002/002,001/001,001/001,001/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,001/002,002/002,001/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,003/003,030/032,009/011,011/029,002/002,007/012,008/008,021/025,012/012,008/009,008/010,004/005,003/008
KTE3_095,KTE3,001/001,002/002,001/002,002/002,002/002,001/001,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,002/002,001/002,002/002,001/001,001/001,002/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/002,002/002,001/002,002/002,002/002,001/002,002/002,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/001,001/002,001/002,002/002,002/002,002/002,003/006,005/032,010/013,012/034,002/002,005/028,009/027,004/030,012/014,010/011,013/016,004/004,003/008
KTE3_096,KTE3,000/000,002/002,002/002,002/002,000/000,001/001,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,001/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,000/000,001/001,001/001,001/001,002/002,002/002,000/000,001/002,001/001,001/001,000/000,002/002,001/001,001/001,001/001,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,001/002,001/001,002/002,000/000,002/002,002/002,001/001,000/000,002/002,001/001,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,002/002,002/002,001/002,001/002,002/002,000/000,001/002,002/002,001/001,002/002,002/002,001/001,001/001,001/002,002/002,001/001,001/001,000/000,001/002,002/002,001/003,022/035,004/004,044/046,002/004,007/012,009/010,021/025,013/017,009/013,014/017,004/004,003/008
FBM1_001,FBM1,001/001,001/002,001/001,002/002,002/002,001/002,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,002/002,002/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,001/002,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,002/002,001/001,001/002,001/002,001/002,001/001,001/001,001/002,002/002,002/002,001/002,001/002,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,002/002,001/001,001/002,002/002,002/002,001/001,001/001,001/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/002,002/002,002/002,002/002,002/002,001/002,002/002,001/003,028/030,009/013,030/038,002/007,007/007,020/020,005/024,008/013,011/013,008/010,003/004,003/008
FBM1_002,FBM1,001/001,002/002,001/001,002/002,002/002,001/001,001/002,001/001,001/002,001/001,001/001,002/002,002/002,001/002,002/002,000/000,001/001,001/002,002/002,001/002,002/002,001/001,001/001,001/002,001/001,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,001/002,000/000,001/002,002/002,002/002,001/001,001/001,001/001,002/002,001/001,002/002,001/002,001/001,002/002,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,002/002,001/002,001/001,001/001,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,002/002,001/001,002/002,000/000,001/002,001/002,001/002,001/001,002/002,001/001,000/000,002/002,002/002,001/002,002/002,001/001,001/002,001/001,001/001,001/002,001/002,001/002,001/001,002/002,000/000,002/002,002/002,003/003,028/036,008/008,007/041,002/002,010/010,008/020,004/014,015/016,006/010,007/019,004/004,003/008
FBM1_003,FBM1,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/001,000/000,002/002,001/001,002/002,001/002,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,000/000,001/001,001/001,001/002,002/002,001/002,001/002,001/002,001/002,002/002,001/002,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/001,001/001,001/001,002/002,001/001,001/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,001/001,001/002,001/001,002/002,002/002,001/002,002/002,000/000,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,002/002,001/001,002/002,001/002,001/001,001/001,001/001,001/002,001/002,002/002,002/002,002/002,002/002,001/003,028/034,011/012,033/050,002/004,011/021,008/011,003/005,009/019,007/011,018/019,004/004,003/003
FBM1_004,FBM1,001/002,001/002,001/002,002/002,002/002,001/001,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,000/000,001/002,002/002,001/001,001/001,001/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,000/000,000/000,002/002,001/002,002/002,002/002,002/002,002/002,001/002,001/002,001/001,002/002,001/001,001/002,001/001,000/000,001/002,001/001,001/002,002/002,001/001,001/002,001/002,001/002,001/001,001/002,002/002,002/002,001/001,001/001,001/002,001/002,001/002,002/002,001/002,002/002,000/000,001/002,002/002,001/001,002/002,000/000,001/001,001/002,002/002,001/001,002/002,000/000,001/002,002/002,000/000,000/000,002/002,001/002,002/002,001/001,001/001,001/001,002/002,002/002,001/001,002/002,002/002,002/002,002/002,001/001,034/034,010/013,007/037,002/004,009/010,008/011,007/024,011/016,010/013,007/019,003/008,003/003
FBM1_005,FBM1,000/000,002/002,001/001,000/000,002/002,001/001,002/002,001/001,002/002,001/001,001/001,002/002,002/002,001/002,002/002,002/002,001/001,001/002,002/002,001/001,002/002,001/002,001/001,001/002,001/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,001/002,002/002,001/002,002/002,001/002,002/002,002/002,001/001,001/002,001/001,001/002,001/001,001/002,001/001,001/001,001/002,001/001,001/001,002/002,001/002,001/002,001/002,001/002,001/001,001/001,002/002,000/000,001/001,001/001,002/002,001/002,001/002,002/002,002/002,001/002,001/002,000/000,002/002,001/002,002/002,001/002,000/000,000/000,001/001,001/001,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,001/002,001/001,002/002,002/002,002/002,002/002,003/003,031/033,010/013,029/043,002/004,011/013,016/018,005/005,007/018,011/011,012/014,004/008,003/003
FBM1_006,FBM1,001/001,002/002,001/001,000/000,002/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/001,002/002,002/002,001/001,002/002,001/001,001/001,001/002,001/002,001/001,002/002,001/001,001/001,002/002,001/001,001/002,000/000,002/002,001/002,001/002,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/002,002/002,001/002,001/002,001/002,002/002,001/002,001/001,002/002,001/002,001/001,001/001,002/002,001/001,001/002,002/002,001/001,001/001,002/002,002/002,002/002,001/001,002/002,001/002,000/000,001/002,001/001,001/002,002/002,000/000,001/001,001/002,001/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,002/002,002/002,001/002,001/002,002/002,001/002,002/002,001/004,029/035,008/010,028/033,001/002,009/009,006/008,004/015,012/018,008/013,013/014,004/008,004/008
FBM1_007,FBM1,001/001,001/001,001/001,001/002,002/002,002/002,001/002,001/002,001/002,001/001,001/001,002/002,002/002,001/001,002/002,002/002,001/001,001/002,001/002,002/002,002/002,001/001,001/002,001/002,000/000,001/001,002/002,001/002,001/001,001/002,001/001,001/001,002/002,001/002,001/002,002/002,002/002,002/002,002/002,001/001,001/002,000/000,002/002,001/001,002/002,001/001,001/001,001/002,001/001,001/001,002/002,002/002,002/002,001/001,002/002,001/002,001/001,002/002,002/002,001/001,001/001,002/002,001/001,001/002,002/002,002/002,002/002,002/002,001/001,002/002,001/001,002/002,001/002,001/002,001/001,001/002,001/002,002/002,001/002,001/001,001/002,002/002,001/001,002/002,002/002,001/002,001/001,001/001,001/001,001/002,001/002,001/002,002/002,002/002,001/002,002/002,001/013,027/029,012/013,037/039,002/004,009/011,008/008,021/021,010/021,011/011,008/017,003/003,003/008
FBM1_008,FBM1,001/002,001/002,001/001,001/002,002/002,001/001,002/002,001/001,001/002,001/001,001/001,002/002,002/002,001/001,001/002,002/002,001/002,001/002,002/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,001/002,001/001,001/001,002/002,001/001,001/001,002/002,001/002,002/002,002/002,002/002,002/002,002/002,001/002,001/001,000/000,002/002,001/001,001/002,001/001,001/001,001/001,001/001,001/002,002/002,001/002,002/002,002/002,001/002,001/001,001/001,002/002,002/002,001/001,001/001,002/002,001/002,001/001,002/002,001/001,002/002,001/002,002/002,002/002,001/001,002/002,002/002,002/002,001/001,001/002,001/002,002/002,001/001,001/001,002/002,002/002,001/001,002/002,001/001,002/002,001/001,001/001,001/001,001/002,001/002,001/001,002/002,002/002,001/001,002/002,001/003,029/029,011/013,033/038,002/002,007/007,020/021,006/026,011/015,012/013,007/007,004/004,003/010
