Ind	Pop	One_ACBP_79	One_agt_132	One_aldB_152	One_apoe_83	One_c3_98	One_CD9_269	One_cetn1_167	One_CFP1	One_cin_177	One_ctgf_301	One_E2	One_gdh_212	One_GHII_2461	One_ghsR_66	One_GPDH	One_GPDH2	One_GPH_414	One_hcs71_220	One_HGFA	One_HpaI_436	One_HpaI_99	One_Hsp47	One_IL8r_362	One_KCT1_453	One_KPNA_422	One_LEI_87	One_lpp1_44	One_metA_253	One_MHC2_190	One_MHC2_251	One_Mkpro_129	One_ODC1_196	One_Ots208_234	One_Ots213_181	One_p53_576	One_pax7_248	One_PIP	One_Prl2	One_rab1a_76	One_RAG1_103	One_RAG3_93	One_redd1_414	One_RF_112	One_RF_295	One_rpo2j_261	One_sast_211	One_spf30_207	One_srp09_127	One_ssrd_135	One_STC_410	One_STR07	One_SUMO1_6	One_sys1_230	One_taf12_248	One_Tf_ex10_750	One_Tf_ex3_182	One_tshB_92	One_txnip_401	One_U1003_75	One_U1004_183	One_U1009_91	One_U1010_81	One_U1012_68	One_U1013_108	One_U1014_74	One_U1016_115	One_U1024_197	One_U1101	One_U1103	One_U1105	One_U1201_492	One_U1202_1052	One_U1203_175	One_U1204_53	One_U1205_57	One_U1206_108	One_U1208_67	One_U1209_111	One_U1210_173	One_U1212_106	One_U1214_107	One_U1216_230	One_U301_92	One_U401_224	One_U404_229	One_U502_167	One_U503_170	One_U504_141	One_vamp5_255	One_vatf_214	One_VIM_569	One_ZNF_61	One_zP3b	One_Omy77v4	One_One100	One_One102v4	One_One103PT	One_One105	One_One108v4	One_One110v4	One_One111v4	One_One114v4	One_One115	One_Ots103v4	One_Ots107v4	One_uSat60v4	One_CO1	One_Cytb_17	One_Cytb_26
FBM4_022	FBM4	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	002/002	001/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	001/002	001/001	001/002	002/002	001/001	002/002	002/002	002/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/001	001/002	002/002	001/002	001/002	002/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	000/000	001/001	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	002/002	100/100	348/352	227/235	302/322	124/136	236/236	250/270	198/282	243/267	000/000	157/161	000/000	128/128	001	002	002
FBM4_023	FBM4	002/002	001/002	001/001	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/001	002/002	002/002	001/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	002/002	001/001	001/002	001/002	002/002	002/002	002/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/001	002/002	002/002	001/001	002/002	002/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	100/100	270/348	227/247	302/310	128/132	200/208	258/274	202/246	255/271	197/221	157/177	114/118	116/130	002	002	001
FBM4_024	FBM4	001/001	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/002	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/001	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	001/002	100/104	336/348	219/231	310/310	124/128	192/196	242/250	194/202	231/255	209/209	000/000	114/118	118/128	001	002	002
FBM4_025	FBM4	001/002	001/002	001/001	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	001/002	001/002	001/002	002/002	001/002	001/001	001/001	001/001	002/002	001/001	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	002/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	002/002	001/002	002/002	002/002	002/002	001/002	001/002	000/000	002/002	001/001	001/002	001/002	002/002	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/002	002/002	104/098	320/344	235/239	310/314	132/136	196/216	238/258	202/234	251/255	213/213	161/169	114/114	116/116	002	002	001
FBM4_026	FBM4	001/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	000/000	002/002	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	001/001	001/002	001/002	001/001	001/002	001/001	001/001	001/001	001/002	001/002	002/002	001/002	001/002	002/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	001/002	002/002	002/002	002/002	001/001	002/002	002/002	001/002	001/001	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	002/002	002/002	100/106	328/348	223/235	286/318	128/128	212/216	238/250	238/270	239/239	217/217	157/181	114/118	116/128	001	002	002
FBM4_027	FBM4	002/002	001/001	001/001	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/002	001/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/002	001/002	002/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	002/002	002/002	002/002	100/104	324/360	239/243	198/298	128/128	208/208	230/274	198/202	219/259	213/229	161/169	114/114	116/128	002	002	001
FBM4_028	FBM4	001/002	002/002	001/001	001/001	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	002/002	001/001	001/002	001/002	001/002	001/002	001/002	001/001	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	002/002	002/002	002/002	002/002	002/002	001/002	002/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	000/000	001/001	001/002	001/002	002/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	000/000	001/002	001/001	001/001	001/002	002/002	001/002	002/002	002/002	001/002	002/002	104/106	336/356	207/243	266/298	124/140	188/204	250/270	202/206	239/251	197/213	161/165	114/080	116/128	002	002	001
FBM4_029	FBM4	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/001	000/000	001/001	002/002	000/000	001/002	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	001/002	002/002	001/002	002/002	000/000	002/002	002/002	001/001	002/002	002/002	002/002	001/001	002/002	001/002	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/001	001/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	002/002	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	002/002	002/002	002/002	104/106	332/344	223/227	194/306	128/128	232/260	242/274	206/294	247/251	197/205	161/161	114/118	116/128	001	002	002
FBM4_030	FBM4	002/002	001/002	001/001	001/001	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/002	001/001	002/002	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	001/001	002/002	002/002	002/002	001/002	001/002	002/002	001/001	001/001	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/002	001/002	002/002	001/001	002/002	001/002	002/002	001/002	001/002	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/002	001/002	001/002	002/002	001/002	002/002	104/104	332/356	227/243	186/266	124/128	196/200	250/262	202/282	239/263	213/217	161/165	114/114	116/116	002	002	001
FBM4_031	FBM4	001/002	001/002	001/001	002/002	002/002	001/002	001/002	001/001	001/001	001/001	001/002	002/002	002/002	001/001	001/002	002/002	001/002	001/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	001/001	001/001	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/001	001/002	002/002	001/001	001/001	002/002	001/002	001/002	002/002	001/001	001/002	001/002	001/001	001/001	002/002	001/002	002/002	000/000	002/002	002/002	002/002	100/114	332/336	235/243	294/302	128/132	196/208	230/250	202/202	219/267	197/201	000/000	114/114	116/128	001	002	002
FBM4_032	FBM4	001/002	001/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	001/002	002/002	002/002	002/002	001/001	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/002	001/002	001/001	001/002	002/002	001/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/002	001/001	001/001	001/001	001/001	002/002	002/002	002/002	001/002	001/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	001/001	001/002	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/002	001/002	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	002/002	001/002	001/002	001/001	002/002	100/094	324/360	223/231	310/310	128/140	192/216	242/246	202/202	263/263	213/217	000/000	114/080	116/128	001	002	002
FBM4_033	FBM4	001/002	001/001	001/002	001/001	002/002	001/002	001/002	001/001	001/002	001/001	001/001	001/002	001/002	001/001	001/002	002/002	001/002	001/002	001/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/002	001/002	001/001	001/002	002/002	001/002	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	001/001	001/001	001/002	001/001	001/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	002/002	002/002	001/002	002/002	001/001	002/002	001/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	002/002	104/104	324/336	231/231	294/294	128/132	000/000	246/246	234/282	251/267	209/217	153/165	110/114	116/128	002	002	001
FBM4_034	FBM4	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/001	002/002	001/002	002/002	001/001	001/001	001/002	001/002	001/001	002/002	001/002	001/001	001/001	001/001	001/002	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	001/002	001/002	001/002	001/001	001/002	001/001	001/001	001/001	001/001	001/002	002/002	001/002	002/002	002/002	001/002	001/002	001/001	002/002	001/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/002	001/001	001/001	001/002	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	001/002	001/002	001/001	002/002	001/002	002/002	002/002	100/104	348/348	231/235	290/310	128/128	188/196	222/250	202/266	251/279	197/197	161/205	114/114	116/128	001	002	002
FBM4_035	FBM4	002/002	001/002	001/001	001/002	002/002	001/002	001/002	001/002	001/002	001/001	001/001	001/002	002/002	001/001	001/002	002/002	001/001	001/002	001/002	001/002	002/002	001/002	001/001	002/002	001/001	001/001	002/002	001/001	001/001	001/002	002/002	001/002	001/002	001/001	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	002/002	002/002	001/002	002/002	001/002	001/001	001/001	002/002	002/002	001/002	001/001	001/002	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/002	002/002	002/002	001/002	001/002	001/002	002/002	002/002	001/002	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	100/106	324/340	227/239	202/290	124/128	196/196	242/250	206/206	247/263	205/209	157/185	110/118	116/116	001	002	002
FBM4_036	FBM4	001/001	002/002	001/001	001/002	002/002	001/001	001/001	001/001	001/002	001/001	001/002	001/002	002/002	001/001	001/002	000/000	002/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	001/001	002/002	001/002	002/002	002/002	001/001	002/002	002/002	001/001	001/002	001/001	002/002	001/001	001/001	001/002	001/001	001/001	001/001	001/002	002/002	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	002/002	001/001	001/001	001/002	001/002	002/002	001/001	001/001	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	002/002	001/002	002/002	002/002	104/104	340/360	223/235	186/210	124/128	208/224	238/254	198/242	219/247	197/213	161/161	114/080	116/128	002	002	001
FBM4_037	FBM4	001/001	001/002	001/001	002/002	002/002	001/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	001/001	001/002	002/002	001/002	002/002	001/002	001/001	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/002	001/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	001/002	000/000	001/001	001/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	000/000	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	002/002	002/002	104/104	270/332	219/223	306/314	128/136	196/196	242/250	230/266	251/255	217/221	161/181	114/114	116/128	001	002	002
FBM4_038	FBM4	001/002	001/002	001/001	002/002	002/002	001/001	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	001/002	001/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/002	001/002	001/002	002/002	002/002	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/002	001/001	001/002	001/001	001/002	002/002	002/002	002/002	001/001	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/002	002/002	002/002	002/002	001/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	104/106	336/340	227/235	286/318	128/128	212/244	242/250	242/246	239/267	213/221	161/161	110/114	116/128	001	002	002
FBM4_039	FBM4	001/002	001/002	001/001	001/002	002/002	001/001	001/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	001/002	001/002	002/002	001/001	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/001	001/002	001/002	002/002	002/002	002/002	001/002	001/001	001/002	001/002	001/002	001/001	001/001	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/002	001/001	002/002	001/002	002/002	002/002	002/002	001/002	001/001	001/002	002/002	000/000	000/000	001/002	002/002	001/001	002/002	001/002	001/002	001/001	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/001	002/002	104/110	270/320	223/235	274/306	128/132	192/204	238/254	202/210	239/247	201/205	157/157	114/114	116/118	002	002	001
FBM4_040	FBM4	001/002	002/002	001/001	001/001	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	001/002	001/001	001/002	001/001	002/002	001/001	001/001	002/002	001/001	002/002	001/002	001/002	002/002	002/002	002/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/001	001/001	002/002	001/001	002/002	001/002	002/002	001/002	001/001	002/002	002/002	001/001	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/001	001/002	002/002	001/001	002/002	001/002	002/002	001/002	000/000	001/001	002/002	002/002	001/002	001/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	002/002	002/002	104/104	332/356	207/243	194/298	124/140	196/200	250/262	206/206	255/263	213/217	000/000	114/080	116/116	002	002	001
FBM4_041	FBM4	001/002	001/001	001/001	001/002	002/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	001/002	001/001	002/002	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/001	001/002	001/002	002/002	002/002	001/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/001	001/002	001/001	001/001	001/002	002/002	001/002	002/002	001/002	001/001	001/002	002/002	001/001	001/001	002/002	001/002	000/000	001/001	001/002	001/002	001/001	002/002	001/002	002/002	002/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/002	001/002	002/002	002/002	002/002	002/002	100/104	270/352	223/227	298/310	128/132	204/208	258/258	202/202	263/263	209/213	169/205	114/114	116/128	002	002	001
FBM4_042	FBM4	001/001	001/001	001/001	001/001	002/002	001/001	001/002	001/001	001/002	001/001	001/001	001/002	002/002	001/002	001/001	002/002	002/002	002/002	001/001	001/002	001/002	002/002	001/001	002/002	001/002	001/002	002/002	001/001	002/002	001/001	001/002	002/002	002/002	001/002	002/002	002/002	001/001	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/002	001/001	001/002	001/002	001/001	001/001	001/002	001/001	001/001	002/002	000/000	002/002	002/002	002/002	002/002	001/001	002/002	001/002	001/002	001/002	001/001	000/000	002/002	001/002	001/002	001/002	001/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	100/104	324/344	223/227	194/310	124/128	192/216	238/262	202/206	247/251	213/221	169/201	110/114	116/128	001	002	002
FBM4_043	FBM4	001/001	001/001	001/001	001/002	002/002	001/001	001/002	001/001	002/002	001/001	001/002	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/002	002/002	002/002	001/001	002/002	001/001	001/002	001/001	001/001	001/002	001/002	002/002	001/002	002/002	002/002	002/002	002/002	001/001	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/002	001/001	002/002	002/002	001/002	002/002	001/002	002/002	001/002	001/001	002/002	001/002	001/001	001/001	002/002	001/002	001/002	002/002	001/002	002/002	001/002	002/002	002/002	001/001	002/002	002/002	002/002	001/002	001/002	002/002	002/002	001/002	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/002	001/001	002/002	001/002	001/001	001/002	002/002	001/002	002/002	104/104	344/348	219/255	194/326	128/128	192/216	238/270	202/206	247/275	205/209	157/177	110/110	116/116	001	002	002
FBM4_044	FBM4	001/001	001/002	001/001	001/002	002/002	001/002	002/002	001/001	001/002	001/001	001/001	002/002	002/002	001/001	002/002	002/002	001/002	002/002	001/001	001/001	002/002	001/002	001/001	002/002	001/001	001/002	001/002	001/001	001/002	001/002	001/001	001/002	002/002	001/002	002/002	002/002	001/001	002/002	001/002	002/002	001/001	001/001	001/001	001/001	001/002	001/001	001/002	002/002	001/001	001/002	001/002	002/002	002/002	001/001	002/002	001/001	001/001	001/001	002/002	001/001	001/002	002/002	001/002	002/002	001/001	001/001	002/002	001/001	002/002	002/002	001/002	001/002	001/002	001/001	002/002	001/001	001/001	002/002	002/002	001/001	002/002	001/001	002/002	001/001	001/001	001/001	002/002	002/002	001/002	001/002	002/002	001/002	002/002	100/110	270/332	219/239	302/314	128/128	180/196	242/250	230/234	247/255	205/221	157/181	114/118	116/128	001	002	002
